Date,Primary Type,Description,Location Description,Arrest,District,Latitude,Longitude
2020-01-03 07:00:00,THEFT,SAMPLE,STREET,True,2,41.681355370788104,-87.69689918636749
2020-01-03 08:00:00,BURGLARY,SAMPLE,STREET,True,19,41.65830563588978,-87.66060886680154
2020-01-03 09:00:00,BATTERY,SAMPLE,STREET,True,24,41.79833363383759,-87.63908548129903
2020-01-03 10:00:00,BURGLARY,SAMPLE,STREET,False,10,41.9483204195064,-87.74599288689122
2020-01-03 11:00:00,BATTERY,SAMPLE,STREET,False,4,41.71910215759629,-87.75088885801935
2020-01-03 12:00:00,BATTERY,SAMPLE,STREET,True,4,41.89234118735356,-87.76908447877122
2020-01-03 13:00:00,BURGLARY,SAMPLE,STREET,True,13,41.76553111201243,-87.68534603340618
2020-01-03 14:00:00,ROBBERY,SAMPLE,STREET,True,9,41.96879704959163,-87.74195329313326
2020-01-03 15:00:00,BATTERY,SAMPLE,STREET,False,7,41.969358459601196,-87.6879060196877
2020-01-03 16:00:00,BATTERY,SAMPLE,STREET,False,16,41.96016580598657,-87.72820457025192
2020-01-03 17:00:00,BURGLARY,SAMPLE,STREET,True,18,41.85993340552055,-87.5989797452342
2020-01-03 18:00:00,BATTERY,SAMPLE,STREET,False,3,41.76382668403194,-87.82806092807635
2020-01-03 19:00:00,BATTERY,SAMPLE,STREET,True,20,41.97377761755145,-87.67833682191859
2020-01-03 20:00:00,BURGLARY,SAMPLE,STREET,False,20,41.7244402247757,-87.67731287482384
2020-01-03 21:00:00,BURGLARY,SAMPLE,STREET,False,10,41.76590384081146,-87.73488480683838
2020-01-03 22:00:00,THEFT,SAMPLE,STREET,True,24,41.72357908246425,-87.72369373163106
2020-01-03 23:00:00,ROBBERY,SAMPLE,STREET,False,22,41.91968406415506,-87.60996059173512
2020-01-04 00:00:00,ROBBERY,SAMPLE,STREET,False,16,41.92449441124632,-87.76579788692189
2020-01-04 01:00:00,BATTERY,SAMPLE,STREET,True,3,41.9110039971147,-87.58857886257215
2020-01-04 02:00:00,ROBBERY,SAMPLE,STREET,False,11,41.81624058674586,-87.58109700875958
2020-01-04 03:00:00,BATTERY,SAMPLE,STREET,True,10,41.69006840288057,-87.65481420867934
2020-01-04 04:00:00,THEFT,SAMPLE,STREET,False,16,42.01446783380601,-87.61814268588756
2020-01-04 05:00:00,BURGLARY,SAMPLE,STREET,True,8,41.853092385604896,-87.66611574149366
2020-01-04 06:00:00,BURGLARY,SAMPLE,STREET,True,9,41.81278887796444,-87.69242226587602
2020-01-04 07:00:00,BURGLARY,SAMPLE,STREET,False,15,41.88552995729931,-87.55999667372492
2020-01-04 08:00:00,ROBBERY,SAMPLE,STREET,False,21,41.72711617432764,-87.76520351073175
2020-01-04 09:00:00,THEFT,SAMPLE,STREET,True,3,41.70301951164195,-87.80375471600706
2020-01-04 10:00:00,ROBBERY,SAMPLE,STREET,False,4,41.81221008858318,-87.76375439105725
2020-01-04 11:00:00,ROBBERY,SAMPLE,STREET,False,13,41.74088827763996,-87.66561231748616
2020-01-04 12:00:00,THEFT,SAMPLE,STREET,False,12,41.74771611781486,-87.79444496856965
2020-01-04 13:00:00,THEFT,SAMPLE,STREET,True,21,42.00700459511141,-87.5773557870321
2020-01-04 14:00:00,THEFT,SAMPLE,STREET,True,9,41.862303670874326,-87.72669267980038
2020-01-04 15:00:00,THEFT,SAMPLE,STREET,True,14,41.843387625729335,-87.59501113651244
2020-01-04 16:00:00,BURGLARY,SAMPLE,STREET,False,19,41.92579183749144,-87.77522903664135
2020-01-04 17:00:00,ASSAULT,SAMPLE,STREET,False,7,42.030619245470696,-87.75604949347517
2020-01-04 18:00:00,ASSAULT,SAMPLE,STREET,True,16,41.69487942578822,-87.83223298084825
2020-01-04 19:00:00,THEFT,SAMPLE,STREET,True,22,41.9834138268437,-87.77266969234432
2020-01-04 20:00:00,ASSAULT,SAMPLE,STREET,False,20,41.88360767194714,-87.702905854311
2020-01-04 21:00:00,ASSAULT,SAMPLE,STREET,False,5,41.70846614152473,-87.56615892468302
2020-01-04 22:00:00,THEFT,SAMPLE,STREET,False,10,41.76885972747559,-87.73332910783255
2020-01-04 23:00:00,ASSAULT,SAMPLE,STREET,False,18,41.84294456658589,-87.65807683615499
2020-01-05 00:00:00,ROBBERY,SAMPLE,STREET,True,11,41.926470857830964,-87.72168696475936
2020-01-05 01:00:00,BATTERY,SAMPLE,STREET,False,7,41.74704280678138,-87.8359624447696
2020-01-05 02:00:00,BATTERY,SAMPLE,STREET,False,14,41.86395152618704,-87.69894021223098
2020-01-05 03:00:00,THEFT,SAMPLE,STREET,True,20,41.92386865096634,-87.83022590598881
2020-01-05 04:00:00,BURGLARY,SAMPLE,STREET,True,18,41.829496300339,-87.58489002262074
2020-01-05 05:00:00,THEFT,SAMPLE,STREET,False,11,41.995210384448065,-87.62408891141472
2020-01-05 06:00:00,BURGLARY,SAMPLE,STREET,True,22,41.99778364113616,-87.73640455862429
2020-01-05 07:00:00,BATTERY,SAMPLE,STREET,False,12,41.83827648705618,-87.65793440014261
2020-01-05 08:00:00,THEFT,SAMPLE,STREET,False,18,42.03917028416356,-87.81639155340599
2020-01-05 09:00:00,ROBBERY,SAMPLE,STREET,True,2,41.680234036962176,-87.6392335039112
2020-01-05 10:00:00,ASSAULT,SAMPLE,STREET,True,23,41.65134495132917,-87.60318027730256
2020-01-05 11:00:00,BURGLARY,SAMPLE,STREET,False,1,41.80226730552157,-87.60347630543852
2020-01-05 12:00:00,ASSAULT,SAMPLE,STREET,True,23,41.890438824549,-87.7647167356928
2020-01-05 13:00:00,ASSAULT,SAMPLE,STREET,False,10,41.901680062979864,-87.77087614141695
2020-01-05 14:00:00,THEFT,SAMPLE,STREET,False,21,41.84057829451753,-87.69358069362919
2020-01-05 15:00:00,ASSAULT,SAMPLE,STREET,False,1,41.699953325296256,-87.55966835142104
2020-01-05 16:00:00,ROBBERY,SAMPLE,STREET,True,6,41.71819900871515,-87.57384310671817
2020-01-05 17:00:00,ASSAULT,SAMPLE,STREET,False,7,41.9908591935408,-87.7421084554732
2020-01-05 18:00:00,THEFT,SAMPLE,STREET,False,17,41.9971644526957,-87.61605114814509
2020-01-05 19:00:00,ROBBERY,SAMPLE,STREET,False,9,41.919559415144285,-87.57360467077255
2020-01-05 20:00:00,BATTERY,SAMPLE,STREET,True,7,41.91568718891155,-87.77172206028472
2020-01-05 21:00:00,ASSAULT,SAMPLE,STREET,False,17,41.88907285121112,-87.60091130511911
2020-01-05 22:00:00,THEFT,SAMPLE,STREET,False,3,41.73117035428079,-87.76963131192724
2020-01-05 23:00:00,BATTERY,SAMPLE,STREET,False,16,41.82130028010396,-87.74701536223384
2020-01-06 00:00:00,BATTERY,SAMPLE,STREET,True,5,41.92835786058535,-87.79035379274477
2020-01-06 01:00:00,BURGLARY,SAMPLE,STREET,False,20,41.86490090880133,-87.69787606027818
2020-01-06 02:00:00,ROBBERY,SAMPLE,STREET,False,18,41.65743213362204,-87.59700673172162
2020-01-06 03:00:00,ASSAULT,SAMPLE,STREET,True,1,42.031422722688035,-87.69158435876935
2020-01-06 04:00:00,THEFT,SAMPLE,STREET,True,4,41.98792642102885,-87.81296799709206
2020-01-06 05:00:00,BURGLARY,SAMPLE,STREET,False,23,41.75421800564389,-87.77446722033184
2020-01-06 06:00:00,ROBBERY,SAMPLE,STREET,False,11,41.89658357406652,-87.68114143981559
2020-01-06 07:00:00,BURGLARY,SAMPLE,STREET,False,20,42.01929575349127,-87.67504376332883
2020-01-06 08:00:00,ROBBERY,SAMPLE,STREET,True,9,41.68840440484546,-87.67692822893653
2020-01-06 09:00:00,ROBBERY,SAMPLE,STREET,True,8,41.85121179231868,-87.82689895224813
2020-01-06 10:00:00,ASSAULT,SAMPLE,STREET,False,8,41.832497210338516,-87.62389123220957
2020-01-06 11:00:00,ROBBERY,SAMPLE,STREET,True,5,41.81408200211341,-87.5771715403033
2020-01-06 12:00:00,BURGLARY,SAMPLE,STREET,False,12,41.98423544355717,-87.69684431568102
2020-01-06 13:00:00,ROBBERY,SAMPLE,STREET,False,1,41.80225845867898,-87.63435121396844
2020-01-06 14:00:00,ASSAULT,SAMPLE,STREET,True,15,41.6754653332964,-87.57579535238904
2020-01-06 15:00:00,ASSAULT,SAMPLE,STREET,False,18,41.67633509686572,-87.65721317351559
2020-01-06 16:00:00,BURGLARY,SAMPLE,STREET,True,6,41.66709784260984,-87.64770228267068
2020-01-06 17:00:00,BATTERY,SAMPLE,STREET,True,10,41.81365816874961,-87.63357867598481
2020-01-06 18:00:00,BATTERY,SAMPLE,STREET,False,14,41.93736251107934,-87.77184926456377
2020-01-06 19:00:00,ROBBERY,SAMPLE,STREET,True,21,41.731488984772206,-87.67519663758495
2020-01-06 20:00:00,THEFT,SAMPLE,STREET,False,8,41.908587408172615,-87.59734746563666
2020-01-06 21:00:00,ROBBERY,SAMPLE,STREET,True,3,41.92483538884148,-87.76115118092177
2020-01-06 22:00:00,BURGLARY,SAMPLE,STREET,False,22,41.75208084960624,-87.58084885012094
2020-01-06 23:00:00,BURGLARY,SAMPLE,STREET,False,22,41.89022306242425,-87.66388541507031
2020-01-07 00:00:00,BURGLARY,SAMPLE,STREET,False,19,41.923947336010734,-87.72304754457008
2020-01-07 01:00:00,BURGLARY,SAMPLE,STREET,True,12,41.83664544912085,-87.6630451115799
2020-01-07 02:00:00,BURGLARY,SAMPLE,STREET,False,12,41.784686638912035,-87.72944202829328
2020-01-07 03:00:00,ASSAULT,SAMPLE,STREET,True,15,41.89766062062973,-87.59858931944555
2020-01-07 04:00:00,BATTERY,SAMPLE,STREET,True,7,42.04113883493122,-87.70530442597972
2020-01-07 05:00:00,BURGLARY,SAMPLE,STREET,True,4,41.82073656374759,-87.57963599207369
2020-01-07 06:00:00,THEFT,SAMPLE,STREET,True,21,41.806694038514046,-87.69705757574565
2020-01-07 07:00:00,THEFT,SAMPLE,STREET,True,9,41.835706760970446,-87.65188948310877
2020-01-07 08:00:00,THEFT,SAMPLE,STREET,False,22,41.68048735737802,-87.55067667369794
2020-01-07 09:00:00,THEFT,SAMPLE,STREET,True,16,41.871265311868555,-87.80591024769743
2020-01-07 10:00:00,ASSAULT,SAMPLE,STREET,False,13,41.7814789548869,-87.62898125537997
2020-01-07 11:00:00,THEFT,SAMPLE,STREET,False,4,41.6985688489325,-87.80833833162521
2020-01-07 12:00:00,BURGLARY,SAMPLE,STREET,True,24,41.83650269644695,-87.59834009027068
2020-01-07 13:00:00,ROBBERY,SAMPLE,STREET,False,9,41.65135359462959,-87.67106398565139
2020-01-07 14:00:00,THEFT,SAMPLE,STREET,False,21,41.8107140980651,-87.56855213181807
2020-01-07 15:00:00,ASSAULT,SAMPLE,STREET,True,18,41.69229410717058,-87.59021301941654
2020-01-07 16:00:00,ASSAULT,SAMPLE,STREET,False,15,41.65971708135991,-87.82753838875935
2020-01-07 17:00:00,THEFT,SAMPLE,STREET,True,15,41.979790018497795,-87.80880923749633
2020-01-07 18:00:00,ROBBERY,SAMPLE,STREET,True,6,42.01649952131305,-87.66964872141794
2020-01-07 19:00:00,THEFT,SAMPLE,STREET,True,11,41.733069859343644,-87.69450560801738
2020-01-07 20:00:00,ASSAULT,SAMPLE,STREET,False,8,41.8657193055337,-87.79943046081596
2020-01-07 21:00:00,BATTERY,SAMPLE,STREET,False,21,41.76118326285239,-87.8111922315185
2020-01-07 22:00:00,BURGLARY,SAMPLE,STREET,False,17,41.84743097546887,-87.68080276496751
2020-01-07 23:00:00,ASSAULT,SAMPLE,STREET,False,24,41.82465252835766,-87.8353235356075
2020-01-08 00:00:00,THEFT,SAMPLE,STREET,True,17,41.75762042203219,-87.58787940911397
2020-01-08 01:00:00,BURGLARY,SAMPLE,STREET,True,24,41.93015743185412,-87.6078751240592
2020-01-08 02:00:00,THEFT,SAMPLE,STREET,False,18,41.7005963837281,-87.61438900848667
2020-01-08 03:00:00,THEFT,SAMPLE,STREET,True,4,41.671229112868545,-87.84520085588777
2020-01-08 04:00:00,BATTERY,SAMPLE,STREET,False,15,41.95707017321491,-87.83570771697617
2020-01-08 05:00:00,BURGLARY,SAMPLE,STREET,True,2,41.91637201248827,-87.68504826365478
2020-01-08 06:00:00,BURGLARY,SAMPLE,STREET,True,2,41.849410449658556,-87.55167229333175
2020-01-08 07:00:00,BATTERY,SAMPLE,STREET,True,10,41.83711590818901,-87.74730513970859
2020-01-08 08:00:00,ASSAULT,SAMPLE,STREET,True,3,41.84896455179657,-87.7466875550784
2020-01-08 09:00:00,THEFT,SAMPLE,STREET,True,8,41.82480963043947,-87.8097166099414
2020-01-08 10:00:00,ROBBERY,SAMPLE,STREET,False,20,41.80715691833247,-87.64769925887815
2020-01-08 11:00:00,THEFT,SAMPLE,STREET,False,7,41.84987624115445,-87.6559969933018
2020-01-08 12:00:00,THEFT,SAMPLE,STREET,True,12,41.8614060684639,-87.81960327508625
2020-01-08 13:00:00,ASSAULT,SAMPLE,STREET,False,19,41.926760925633445,-87.70977631387949
2020-01-08 14:00:00,THEFT,SAMPLE,STREET,True,15,41.93448286429361,-87.64987752735341
2020-01-08 15:00:00,BATTERY,SAMPLE,STREET,True,14,41.80105163205606,-87.70194515910342
2020-01-08 16:00:00,BATTERY,SAMPLE,STREET,True,16,41.81541620909739,-87.64769092544057
2020-01-08 17:00:00,BURGLARY,SAMPLE,STREET,True,14,41.799478867894486,-87.60511888077055
2020-01-08 18:00:00,ROBBERY,SAMPLE,STREET,False,3,41.86461430945028,-87.64425537006346
2020-01-08 19:00:00,THEFT,SAMPLE,STREET,True,18,41.831341415165674,-87.66516572925084
2020-01-08 20:00:00,THEFT,SAMPLE,STREET,False,22,42.00583858525447,-87.59392292291665
2020-01-08 21:00:00,ASSAULT,SAMPLE,STREET,True,6,41.928544506766585,-87.57982342963906
2020-01-08 22:00:00,BATTERY,SAMPLE,STREET,True,17,42.00946255350178,-87.73333406884726
2020-01-08 23:00:00,ROBBERY,SAMPLE,STREET,False,23,41.93365479662377,-87.79802503368283
2020-01-09 00:00:00,BURGLARY,SAMPLE,STREET,True,14,42.038396859409524,-87.60464187879758
2020-01-09 01:00:00,BATTERY,SAMPLE,STREET,True,14,41.90429471130211,-87.78587406781016
2020-01-09 02:00:00,BURGLARY,SAMPLE,STREET,False,20,42.03542005526522,-87.57131479907527
2020-01-09 03:00:00,ASSAULT,SAMPLE,STREET,False,13,41.71326795616377,-87.84313661643343
2020-01-09 04:00:00,ASSAULT,SAMPLE,STREET,False,3,41.67099107233176,-87.57361864521421
2020-01-09 05:00:00,THEFT,SAMPLE,STREET,True,13,41.88165007408154,-87.67324510221637
2020-01-09 06:00:00,ROBBERY,SAMPLE,STREET,True,24,42.04339728231991,-87.61757736504613
2020-01-09 07:00:00,BURGLARY,SAMPLE,STREET,False,2,41.81704209892096,-87.73045222388068
2020-01-09 08:00:00,BATTERY,SAMPLE,STREET,False,9,41.73481734487718,-87.55248511242733
2020-01-09 09:00:00,ASSAULT,SAMPLE,STREET,True,13,41.8586165796774,-87.78173457173011
2020-01-09 10:00:00,THEFT,SAMPLE,STREET,True,8,41.909519449831556,-87.77069690120854
2020-01-09 11:00:00,THEFT,SAMPLE,STREET,False,16,41.776071478206354,-87.83457026678876
2020-01-09 12:00:00,BURGLARY,SAMPLE,STREET,False,24,41.9359077433997,-87.56785799108157
2020-01-09 13:00:00,ASSAULT,SAMPLE,STREET,False,3,42.040045802818284,-87.71319120892039
2020-01-09 14:00:00,ROBBERY,SAMPLE,STREET,False,13,42.00878524868424,-87.6475442755842
2020-01-09 15:00:00,ASSAULT,SAMPLE,STREET,True,4,41.76663414940488,-87.64376778176114
2020-01-09 16:00:00,BURGLARY,SAMPLE,STREET,True,18,41.78068947325784,-87.5876493723152
2020-01-09 17:00:00,BURGLARY,SAMPLE,STREET,True,2,41.79861648977983,-87.65052242480607
2020-01-09 18:00:00,ASSAULT,SAMPLE,STREET,True,20,41.807821111357455,-87.68139364530875
2020-01-09 19:00:00,BURGLARY,SAMPLE,STREET,False,22,41.69012779967731,-87.63690444274269
2020-01-09 20:00:00,ASSAULT,SAMPLE,STREET,True,21,41.95478513555571,-87.62470876029906
2020-01-09 21:00:00,BATTERY,SAMPLE,STREET,False,15,41.79613570544428,-87.79422161612545
2020-01-09 22:00:00,ASSAULT,SAMPLE,STREET,True,17,42.00192799068218,-87.81709988830697
2020-01-09 23:00:00,ASSAULT,SAMPLE,STREET,True,10,42.020776249248044,-87.82754534485433
2020-01-10 00:00:00,BURGLARY,SAMPLE,STREET,True,1,41.65977252372307,-87.73778395164324
2020-01-10 01:00:00,BURGLARY,SAMPLE,STREET,False,6,42.04540122797128,-87.70059992804867
2020-01-10 02:00:00,THEFT,SAMPLE,STREET,True,3,41.93400909260007,-87.66530503051304
2020-01-10 03:00:00,THEFT,SAMPLE,STREET,False,19,41.85815689039718,-87.56258964409311
2020-01-10 04:00:00,BATTERY,SAMPLE,STREET,False,7,41.80581104334902,-87.7507636539379
2020-01-10 05:00:00,THEFT,SAMPLE,STREET,True,13,41.85740725304388,-87.62173778437682
2020-01-10 06:00:00,ASSAULT,SAMPLE,STREET,False,13,41.779849889591375,-87.69059271412154
2020-01-10 07:00:00,BURGLARY,SAMPLE,STREET,True,17,41.89907512547862,-87.78397302037392
2020-01-10 08:00:00,THEFT,SAMPLE,STREET,False,1,41.68719211057792,-87.66540837126136
2020-01-10 09:00:00,THEFT,SAMPLE,STREET,True,14,41.898449041164724,-87.55984714651309
2020-01-10 10:00:00,BATTERY,SAMPLE,STREET,False,3,41.76013794005537,-87.81270751022461
2020-01-10 11:00:00,BATTERY,SAMPLE,STREET,False,14,41.657053931620936,-87.69781607063523
2020-01-10 12:00:00,ASSAULT,SAMPLE,STREET,True,24,41.87108230646515,-87.83451749375483
2020-01-10 13:00:00,BURGLARY,SAMPLE,STREET,True,1,41.88137910234108,-87.75363511033109
2020-01-10 14:00:00,BATTERY,SAMPLE,STREET,True,16,41.82062760188461,-87.6638191967218
2020-01-10 15:00:00,THEFT,SAMPLE,STREET,True,10,41.67891449302012,-87.59768291919077
2020-01-10 16:00:00,BURGLARY,SAMPLE,STREET,False,13,42.00733718112168,-87.63090147348217
2020-01-10 17:00:00,BURGLARY,SAMPLE,STREET,False,4,41.89457232289115,-87.71114296653535
2020-01-10 18:00:00,THEFT,SAMPLE,STREET,False,9,41.69628531982759,-87.57723317286876
2020-01-10 19:00:00,BATTERY,SAMPLE,STREET,False,14,41.85437223063766,-87.75918560049287
2020-01-10 20:00:00,THEFT,SAMPLE,STREET,True,4,41.84890172637939,-87.62380497693245
2020-01-10 21:00:00,BURGLARY,SAMPLE,STREET,False,10,41.67416074751717,-87.70779729347569
2020-01-10 22:00:00,ROBBERY,SAMPLE,STREET,True,8,41.89274388144118,-87.58040927359816
2020-01-10 23:00:00,ROBBERY,SAMPLE,STREET,False,23,41.97333055956862,-87.61077015350386
2020-01-11 00:00:00,ASSAULT,SAMPLE,STREET,True,3,41.94960322169939,-87.57955910160787
2020-01-11 01:00:00,THEFT,SAMPLE,STREET,True,23,41.73118776566567,-87.78572564531737
2020-01-11 02:00:00,THEFT,SAMPLE,STREET,True,7,41.994917011821684,-87.64955487036514
2020-01-11 03:00:00,ASSAULT,SAMPLE,STREET,True,10,41.78701686626374,-87.6284609775755
2020-01-11 04:00:00,ASSAULT,SAMPLE,STREET,True,3,42.028603351316775,-87.62727572041521
2020-01-11 05:00:00,ASSAULT,SAMPLE,STREET,False,2,41.678699185690284,-87.6987998648598
2020-01-11 06:00:00,BURGLARY,SAMPLE,STREET,True,15,41.844483475407934,-87.84662484329561
2020-01-11 07:00:00,THEFT,SAMPLE,STREET,False,9,41.88884975087102,-87.77157076483927
2020-01-11 08:00:00,BURGLARY,SAMPLE,STREET,False,15,41.74906003938984,-87.75300973749869
2020-01-11 09:00:00,ASSAULT,SAMPLE,STREET,True,17,41.958552075488086,-87.59438901481546
2020-01-11 10:00:00,THEFT,SAMPLE,STREET,False,7,41.90075827192428,-87.59773425486873
2020-01-11 11:00:00,BURGLARY,SAMPLE,STREET,False,20,41.65724377491518,-87.81859596878866
2020-01-11 12:00:00,BURGLARY,SAMPLE,STREET,False,18,41.89334743627849,-87.56504923546862
2020-01-11 13:00:00,ASSAULT,SAMPLE,STREET,True,15,41.846591293767375,-87.79526275400455
2020-01-11 14:00:00,THEFT,SAMPLE,STREET,True,18,41.728411680681404,-87.72569216460973
2020-01-11 15:00:00,ASSAULT,SAMPLE,STREET,True,24,42.048299290823806,-87.78545291016677
2020-01-11 16:00:00,THEFT,SAMPLE,STREET,True,23,42.008864877931046,-87.59190025935119
2020-01-11 17:00:00,ROBBERY,SAMPLE,STREET,False,12,41.767003078011626,-87.6251793904422
2020-01-11 18:00:00,BATTERY,SAMPLE,STREET,False,23,41.86642836831945,-87.74394135793365
2020-01-11 19:00:00,BATTERY,SAMPLE,STREET,False,21,41.77660085596411,-87.64543641219218
2020-01-11 20:00:00,BATTERY,SAMPLE,STREET,False,8,41.960198300654426,-87.79468993474853
2020-01-11 21:00:00,ASSAULT,SAMPLE,STREET,False,2,42.022132573278576,-87.7353108722872
2020-01-11 22:00:00,ROBBERY,SAMPLE,STREET,False,2,41.793531442765754,-87.73686772349856
2020-01-11 23:00:00,THEFT,SAMPLE,STREET,True,5,41.97223369965745,-87.77861899548357
2020-01-12 00:00:00,BURGLARY,SAMPLE,STREET,False,1,41.84936301708528,-87.58710638512513
2020-01-12 01:00:00,THEFT,SAMPLE,STREET,False,22,41.80863142452463,-87.64634627935625
2020-01-12 02:00:00,BURGLARY,SAMPLE,STREET,False,4,42.025368740839504,-87.76601820683085
2020-01-12 03:00:00,THEFT,SAMPLE,STREET,True,6,41.85416187548761,-87.77736377181128
2020-01-12 04:00:00,ROBBERY,SAMPLE,STREET,False,23,41.83696420010298,-87.84461395870022
2020-01-12 05:00:00,BURGLARY,SAMPLE,STREET,False,13,41.91897376078494,-87.74602532386228
2020-01-12 06:00:00,ASSAULT,SAMPLE,STREET,True,19,41.754493680407315,-87.6919686150054
